369461,7.9254,-7.22244,1.21588,-32.9991,101.3,103.93,557.29,111.066,1049.41,0.722923,11644.8,8694.77,59.66,0,9.99235,49.94,11662.9,15.1143,10.5964,89940.9,158.191,101.3,2.07E-31,0.364919
369471,7.9249,-7.21766,1.2226,-32.9991,101.3,103.922,557.332,111.063,1049.44,0.274063,11647.2,8696.94,59.66,0,9.9913,49.9338,11664.9,15.1158,10.5942,89955.5,158.191,101.3,2.08E-31,0.364402
369481,7.92876,-7.21078,1.22773,-32.9991,101.3,103.917,557.377,111.059,1049.46,-5.55E-08,11649.7,8699.12,59.66,0,9.99016,49.9279,11667,15.1176,10.5924,89969.2,158.191,101.3,2.08E-31,0.363899
369491,7.9283,-7.20599,1.23279,-32.9991,101.3,103.911,557.417,111.057,1049.47,-5.96E-08,11652.2,8701.32,59.66,0,9.98903,49.9223,11668.9,15.1194,10.5905,89982.2,158.191,101.3,2.08E-31,0.363411
369501,7.9283,-7.20325,1.2362,-32.9991,101.3,103.908,557.46,111.054,1049.5,-5.99E-08,11654.7,8703.57,59.66,0,9.98785,49.9169,11670.9,15.1215,10.5889,89994.4,158.191,101.3,2.08E-31,0.362937
369511,7.9332,-7.19642,1.24234,-32.9991,101.3,103.897,557.497,111.049,1049.49,0.0792101,11657,8705.6,59.66,0,9.98663,49.9118,11673.1,15.1238,10.5872,90005.9,158.191,101.3,2.08E-31,0.362478
369521,7.9332,-7.19167,1.24713,-32.9991,101.3,103.894,557.533,111.048,1049.5,0.0432687,11659.6,8707.77,59.66,0,9.98537,49.9069,11675,15.1264,10.5859,90017,158.191,101.3,2.08E-31,0.362033
369531,7.9332,-7.18898,1.25155,-32.9991,101.3,103.889,557.58,111.043,1049.5,0.296316,11662,8709.91,59.66,0,9.98416,49.9021,11677.8,15.129,10.5835,90027.6,158.191,101.3,2.08E-31,0.361604
369541,7.93791,-7.18229,1.25632,-32.9991,101.3,103.884,557.633,111.045,1049.54,0.338922,11664.8,8712.25,59.66,0,9.98286,49.8977,11679.7,15.1314,10.5843,90038,158.191,101.3,2.08E-31,0.361189
369551,7.93791,-7.17962,1.26064,-32.9991,101.3,103.879,557.673,111.043,1049.56,0.286288,11667.4,8714.54,59.66,0,9.9816,49.8934,11681.5,15.1339,10.5828,90048.1,158.191,101.3,2.08E-31,0.360789
369561,7.93791,-7.17501,1.26464,-32.9991,101.3,103.873,557.719,111.039,1049.59,0.161524,11670.2,8716.84,59.66,0,9.98032,49.8895,11683.5,15.1365,10.5828,90058.1,158.191,101.3,2.08E-31,0.360404
369571,7.94185,-7.17034,1.26865,-32.9991,101.3,103.867,557.751,111.033,1049.6,0.168507,11672.7,8718.97,59.66,0,9.97901,49.886,11685.5,15.1394,10.5808,90068.1,158.191,101.3,2.08E-31,0.360035
369581,7.94185,-7.16585,1.27247,-32.9991,101.3,103.861,557.808,111.034,1049.65,0.00085339,11675.6,8721.38,59.66,0,9.97772,49.8827,11687.4,15.1418,10.5815,90077.7,158.191,101.3,2.08E-31,0.35968
369591,7.94185,-7.16147,1.2762,-32.9991,101.3,103.855,557.844,111.027,1049.67,-5.02E-09,11678.2,8723.55,59.66,0,9.9765,49.8797,11689.3,15.1446,10.5815,90087.3,158.191,101.3,2.08E-31,0.359339
369601,7.94575,-7.15712,1.27979,-32.9991,101.3,103.85,557.882,111.025,1049.69,-7.74E-09,11680.8,8725.71,59.66,0,9.97529,49.8771,11691,15.1476,10.5815,90096.7,158.191,101.3,2.08E-31,0.359013
369611,7.94575,-7.15283,1.28328,-32.9991,101.3,103.845,557.922,111.022,1049.71,-7.88E-09,11683.4,8727.86,59.66,0,9.97412,49.8747,11692.8,15.1506,10.5815,90105.8,158.191,101.3,2.08E-31,0.3587
369621,7.94575,-7.14868,1.28667,-32.9991,101.3,103.84,557.965,111.019,1049.74,-8.46E-09,11685.9,8729.97,59.66,0,9.9731,49.8725,11694.9,15.1537,10.5835,90114.7,158.191,101.3,2.08E-31,0.3584
369631,7.94944,-7.1447,1.28999,-32.9991,101.3,103.835,558.005,111.017,1049.76,-1.03E-08,11688.4,8732.07,59.66,0,9.97214,49.8706,11696.7,15.1569,10.5829,90123.3,158.191,101.3,2.08E-31,0.358114
369641,7.94944,-7.14067,1.29319,-32.9991,101.3,103.83,558.049,111.014,1049.78,-1.06E-08,11690.9,8734.13,59.66,0,9.9712,49.869,11698.7,15.1601,10.585,90131.6,158.191,101.3,2.08E-31,0.357841
369651,7.94944,-7.13685,1.29633,-32.9991,101.3,103.824,558.09,111.011,1049.81,-1.11E-08,11693.4,8736.17,59.66,0,9.97026,49.8676,11700.6,15.1633,10.5843,90139.5,158.191,101.3,2.08E-31,0.357579
369661,7.95297,-7.13279,1.29937,-32.9991,101.3,103.819,558.132,111.008,1049.83,-1.15E-08,11695.9,8738.18,59.66,0,9.9693,49.8664,11702.6,15.1667,10.5859,90147.3,158.191,101.3,2.08E-31,0.35733
369671,7.95297,-7.12913,1.30232,-32.9991,101.3,103.815,558.172,111.006,1049.85,-1.21E-08,11698.3,8740.17,59.66,0,9.96841,49.8653,11704.3,15.17,10.5888,90154.8,158.191,101.3,2.08E-31,0.357093
369681,7.95297,-7.12544,1.30511,-32.9991,101.3,103.809,558.211,111.004,1049.88,-1.23E-08,11700.7,8742.13,59.66,0,9.9676,49.8645,11706.1,15.1734,10.5879,90162.1,158.191,101.3,2.09E-31,0.356867
369691,7.95643,-7.12189,1.30649,-32.9991,101.3,103.804,558.25,111.002,1049.9,-1.19E-08,11703.1,8744.07,59.66,0,9.9668,49.8639,11707.8,15.1768,10.5898,90169.2,158.191,101.3,2.09E-31,0.356653
369701,7.95643,-7.11834,1.31045,-32.9991,101.3,103.799,558.286,111,1049.93,-1.12E-08,11705.5,8745.97,59.66,0,9.96608,49.8635,11709.4,15.1802,10.5912,90176,158.191,101.3,2.09E-31,0.35645
369711,7.95643,-7.11492,1.3117,-32.9991,101.3,103.796,558.32,110.998,1049.95,-1.03E-08,11707.8,8747.83,59.66,0,9.96542,49.8633,11710.9,15.1837,10.5928,90182.9,158.191,101.3,2.09E-31,0.356257
369721,7.95984,-7.1116,1.31522,-32.9991,101.3,103.792,558.357,110.996,1049.97,-1.01E-08,11710,8749.62,59.66,0,9.96491,49.8634,11712.5,15.1871,10.5942,90189.6,158.191,101.3,2.09E-31,0.356076
369731,7.95984,-7.10853,1.31635,-32.9991,101.3,103.787,558.396,110.994,1050,-1.17E-08,11712.1,8751.36,59.66,0,9.96441,49.8638,11714.3,15.1906,10.5965,90196.1,158.191,101.3,2.09E-31,0.355905
369741,7.95984,-7.10529,1.31989,-32.9991,101.3,103.779,558.444,110.99,1050.02,-1.12E-08,11714.3,8753.1,59.66,0,9.96398,49.864,11716.6,15.194,10.5981,90202.7,158.191,101.3,2.09E-31,0.355743
369751,7.96149,-7.10229,1.32135,-32.9991,101.3,103.774,558.484,110.987,1050.04,-1.09E-08,11716.5,8754.9,59.66,0,9.96358,49.864,11718.4,15.1975,10.6005,90209.1,158.191,101.3,2.09E-31,0.355592
369761,7.96129,-7.09925,1.32453,-32.9991,101.3,103.77,558.523,110.985,1050.07,-1.11E-08,11718.7,8756.67,59.66,0,9.96321,49.8642,11720.1,15.2009,10.6023,90215.3,158.191,101.3,2.09E-31,0.35545
369771,7.96538,-7.09648,1.32565,-32.9991,101.3,103.766,558.56,110.984,1050.09,-1.15E-08,11720.9,8758.4,59.66,0,9.96291,49.8645,11721.8,15.2044,10.6048,90221.6,158.191,101.3,2.09E-31,0.355321
369781,7.96538,-7.09359,1.32755,-32.9991,101.3,103.761,558.596,110.982,1050.12,-1.11E-08,11723,8760.11,59.66,0,9.96266,49.865,11723.3,15.2079,10.6069,90227.7,158.191,101.3,2.09E-31,0.355198
369791,7.96538,-7.09075,1.33053,-32.9991,101.3,103.757,558.634,110.979,1050.14,-1.09E-08,11725,8761.78,59.66,0,9.96245,49.8656,11725,15.2114,10.6095,90233.7,158.191,101.3,2.09E-31,0.355081
369801,7.96878,-7.08822,1.33145,-32.9991,101.3,103.752,558.671,110.977,1050.16,-1.08E-08,11727.1,8763.42,59.66,0,9.96231,49.8663,11726.7,15.2148,10.6117,90239.6,158.191,101.3,2.09E-31,0.354975
369811,7.96878,-7.08561,1.3332,-32.9991,101.3,103.749,558.706,110.975,1050.19,-1.17E-08,11729.1,8765.04,59.66,0,9.9622,49.8671,11728.2,15.2183,10.6144,90245.5,158.191,101.3,2.09E-31,0.354877
369821,7.96878,-7.08298,1.33586,-32.9991,101.3,103.744,558.741,110.973,1050.21,-1.16E-08,11731,8766.61,59.66,0,9.96213,49.8681,11729.8,15.2217,10.6167,90251,158.191,101.3,2.09E-31,0.354784
369831,7.97036,-7.08042,1.3365,-32.9991,101.3,103.74,558.776,110.972,1050.23,-1.30E-08,11732.9,8768.15,59.66,0,9.96209,49.8691,11731.3,15.2251,10.6195,90256.8,158.191,101.3,2.09E-31,0.354696
369841,7.97468,-7.07819,1.33812,-32.9991,101.3,103.734,558.813,110.969,1050.26,-1.27E-08,11734.8,8769.67,59.66,0,9.96206,49.8702,11732.9,15.2285,10.6219,90262.3,158.191,101.3,2.09E-31,0.354621
369851,7.97415,-7.07555,1.34058,-32.9991,101.3,103.731,558.847,110.968,1050.28,-1.23E-08,11736.7,8771.17,59.66,0,9.96211,49.8714,11734.4,15.2318,10.6247,90268.1,158.191,101.3,2.09E-31,0.354564
369861,7.97415,-7.0735,1.34222,-32.9991,101.3,103.727,558.879,110.966,1050.3,-1.33E-08,11738.5,8772.63,59.66,0,9.96217,49.8726,11735.8,15.2352,10.6273,90273.3,158.191,101.3,2.09E-31,0.354514
369871,7.97415,-7.07139,1.34373,-32.9991,101.3,103.723,558.913,110.965,1050.33,-1.30E-08,11740.3,8774.05,59.66,0,9.96228,49.8739,11737.2,15.2385,10.6301,90278.6,158.191,101.3,2.09E-31,0.354478
369881,7.97826,-7.06928,1.34366,-32.9991,101.3,103.72,558.95,110.963,1050.36,-3.89E-09,11742.1,8775.5,59.66,0,9.96243,49.8754,11738.7,15.2417,10.6327,90283.9,158.191,101.3,2.09E-31,0.354443
369891,7.97776,-7.06728,1.34582,-32.9991,101.3,103.716,558.983,110.961,1050.38,5.21E-09,11743.8,8776.81,59.66,0,9.96249,49.8769,11740.3,15.245,10.6355,90289.4,158.191,101.3,2.09E-31,0.354411
369901,7.97776,-7.06528,1.34742,-32.9991,101.3,103.711,559.022,110.961,1050.41,3.95E-10,11745.5,8778.17,59.66,0,9.96255,49.8785,11741.8,15.2481,10.6381,90294.4,158.191,101.3,2.09E-31,0.354386
369911,7.97776,-7.06302,1.34734,-32.9991,101.3,103.707,559.047,110.958,1050.42,2.39E-08,11747,8779.39,59.66,0,9.9626,49.8801,11743.1,15.2513,10.6409,90299.8,158.191,101.3,2.09E-31,0.354366
369921,7.98106,-7.06033,1.34918,-32.9991,101.3,103.704,559.081,110.959,1050.45,4.65E-08,11748.7,8780.7,59.66,0,9.9627,49.8818,11744.4,15.2544,10.6436,90305,158.191,101.3,2.09E-31,0.354353
369931,7.98106,-7.06043,1.34918,-32.9991,101.3,103.701,559.11,110.956,1050.47,3.27E-08,11750.3,8781.95,59.66,0,9.96282,49.8835,11745.7,15.2575,10.6464,90310.2,158.191,101.3,2.09E-31,0.354341
369941,7.98106,-7.05759,1.35123,-32.9991,101.3,103.697,559.143,110.954,1050.5,1.90E-08,11751.9,8783.17,59.66,0,9.963,49.8852,11747,15.2604,10.649,90315.6,158.191,101.3,2.09E-31,0.354334
369951,7.98515,-7.05533,1.35123,-32.9991,101.3,103.694,559.174,110.954,1050.52,2.39E-08,11753.4,8784.35,59.66,0,9.96322,49.887,11748.2,15.2634,10.6518,90320.5,158.191,101.3,2.09E-31,0.354332
369961,7.98465,-7.05542,1.35257,-32.9991,101.3,103.69,559.202,110.952,1050.55,4.47E-09,11754.9,8785.52,59.66,0,9.96346,49.8889,11749.4,15.2662,10.6543,90325.9,158.191,101.3,2.09E-31,0.354332
369971,7.98465,-7.05251,1.35257,-32.9991,101.3,103.687,559.232,110.95,1050.57,-7.05E-09,11756.3,8786.64,59.66,0,9.96375,49.8907,11750.6,15.2691,10.6571,90331,158.191,101.3,2.09E-31,0.354339
369981,7.98904,-7.05251,1.35481,-32.9991,101.3,103.683,559.254,110.948,1050.57,3.62E-08,11757.5,8787.58,59.66,0,9.96406,49.8926,11752,15.2721,10.6596,90336.2,158.191,101.3,2.09E-31,0.354346
369991,7.98448,-7.04952,1.35481,-32.9991,101.3,103.679,559.295,110.949,1050.61,5.78E-08,11759,8788.75,59.66,0,9.96442,49.8942,11753.5,15.2749,10.6623,90341.5,158.191,101.3,2.09E-31,0.354356
370001,7.98926,-7.04952,1.3564,-32.9991,101.3,103.675,559.327,110.945,1050.65,-4.77E-08,11760.5,8789.93,59.66,0,9.96477,49.8958,11754.7,15.2774,10.6648,90346.4,158.191,101.3,2.09E-31,0.35437
370011,7.98926,-7.04672,1.35632,-32.9991,101.3,103.671,559.35,110.942,1050.65,-8.40E-08,11761.8,8790.94,59.66,0,9.96518,49.8973,11755.9,15.2801,10.6675,90351.6,158.191,101.3,2.09E-31,0.354386
370021,7.98926,-7.04672,1.35643,-32.9991,101.3,103.672,559.367,110.943,1050.67,-6.08E-08,11763,8791.93,59.66,0,9.96557,49.8991,11756.5,15.2828,10.67,90357,158.191,101.3,2.09E-31,0.354406
370031,7.98842,-7.04432,1.35874,-32.9991,101.3,103.665,559.403,110.941,1050.71,-8.47E-08,11764.4,8793.02,59.66,0,9.96598,49.9009,11757.8,15.2852,10.6727,90362.1,158.191,101.3,2.09E-31,0.354425
370041,7.99413,-7.04227,1.35863,-32.9991,101.3,103.663,559.409,110.942,1050.71,-1.15E-07,11765.5,8793.86,59.66,0,9.96647,49.9029,11758,15.2877,10.6748,90367.5,158.191,101.3,2.09E-31,0.354449
370051,7.9935,-7.04235,1.35863,-32.9991,101.3,103.659,559.432,110.94,1050.72,-7.55E-08,11766.6,8794.77,59.66,0,9.96703,49.9047,11759.1,15.2903,10.6775,90372.7,158.191,101.3,2.09E-31,0.35447
370061,7.9935,-7.04235,1.35863,-32.9991,101.3,103.658,559.452,110.939,1050.73,-3.58E-08,11767.6,8795.58,59.66,0,9.96772,49.9066,11760.1,15.2928,10.6796,90377.6,158.191,101.3,2.09E-31,0.354498
370071,7.9935,-7.04008,1.36024,-32.9991,101.3,103.655,559.478,110.938,1050.75,8.34E-10,11768.7,8796.46,59.66,0,9.96835,49.9085,11761.2,15.2953,10.6821,90383.7,158.191,101.3,2.09E-31,0.354526
370081,7.99844,-7.04008,1.36024,-32.9991,101.3,103.652,559.512,110.937,1050.79,-3.76E-08,11769.9,8797.43,59.66,0,9.96903,49.9102,11762.4,15.2972,10.6839,90388.6,158.191,101.3,2.09E-31,0.354557
370091,7.99785,-7.03776,1.36024,-32.9991,101.3,103.648,559.533,110.934,1050.8,-6.93E-08,11770.9,8798.2,59.66,0,9.9697,49.9119,11763.5,15.2995,10.6864,90393.9,158.191,101.3,2.09E-31,0.354596
370101,7.99785,-7.03776,1.36172,-32.9991,101.3,103.645,559.557,110.933,1050.81,-8.11E-08,11771.9,8799.05,59.66,0,9.97036,49.9135,11764.5,15.3017,10.6884,90399.4,158.191,101.3,2.09E-31,0.354629
370111,7.99785,-7.03557,1.36172,-32.9991,101.3,103.643,559.569,110.934,1050.83,-5.77E-08,11772.9,8799.84,59.66,0,9.97103,49.9153,11764.8,15.3039,10.6907,90404.7,158.191,101.3,2.10E-31,0.354667
370121,7.99664,-7.03566,1.36172,-32.9991,101.3,103.639,559.601,110.932,1050.86,-1.34E-07,11773.9,8800.67,59.66,0,9.97165,49.917,11766.1,15.3058,10.6926,90410.2,158.191,101.3,2.10E-31,0.354712
370131,8.00186,-7.03363,1.36172,-32.9991,101.3,103.637,559.606,110.931,1050.84,-2.96E-09,11774.6,8801.22,59.66,0,9.97231,49.9188,11766.8,15.3083,10.6948,90415.8,158.191,101.3,2.10E-31,0.354746
370141,8.0013,-7.03371,1.36204,-32.9991,101.3,103.639,559.632,110.929,1050.85,1.05E-07,11775.4,8801.89,59.66,0,9.97291,49.9204,11768.3,15.3104,10.6964,90420.8,158.191,101.3,2.10E-31,0.354784
370151,8.0013,-7.03371,1.36252,-32.9991,101.3,103.636,559.647,110.931,1050.87,1.63E-07,11776.2,8802.56,59.66,0,9.97352,49.9225,11768.7,15.3124,10.6986,90426.5,158.191,101.3,2.10E-31,0.354824
370161,8.00659,-7.03138,1.3625,-32.9991,101.3,103.63,559.668,110.93,1050.88,9.50E-08,11777,8803.22,59.66,0,9.97408,49.9242,11769.5,15.3142,10.7,90432.3,158.191,101.3,2.10E-31,0.354859
370171,8.00111,-7.03138,1.36244,-32.9991,101.3,103.63,559.689,110.928,1050.9,5.42E-08,11777.9,8803.94,59.66,0,9.97462,49.9258,11770.4,15.3159,10.7022,90437.5,158.191,101.3,2.10E-31,0.354893
370181,8.00668,-7.03138,1.36437,-32.9991,101.3,103.626,559.713,110.929,1050.93,6.88E-08,11778.8,8804.61,59.66,0,9.97518,49.9276,11771.1,15.3176,10.7035,90442.9,158.191,101.3,2.10E-31,0.354936
370191,8.00331,-7.02911,1.36428,-32.9991,101.3,103.624,559.746,110.929,1050.97,-1.40E-09,11779.8,8805.39,59.66,0,9.97565,49.9291,11772.1,15.3191,10.7054,90449,158.191,101.3,2.10E-31,0.354965
370201,8.00524,-7.02911,1.36428,-32.9991,101.3,103.62,559.759,110.925,1050.98,-5.78E-08,11780.4,8805.92,59.66,0,9.97616,49.9308,11772.9,15.3207,10.7067,90454.4,158.191,101.3,2.10E-31,0.355001
370211,8.0057,-7.027,1.36428,-32.9991,101.3,103.619,559.771,110.926,1050.98,-3.11E-08,11781.1,8806.47,59.66,0,9.97663,49.9325,11773.4,15.3224,10.7084,90460.7,158.191,101.3,2.10E-31,0.355041
370221,8.00912,-7.02709,1.36428,-32.9991,101.3,103.617,559.787,110.923,1050.98,4.31E-08,11781.7,8806.93,59.66,0,9.97712,49.9341,11774.5,15.3244,10.7096,90466.3,158.191,101.3,2.10E-31,0.355072
370231,8.00912,-7.02709,1.36585,-32.9991,101.3,103.616,559.808,110.923,1051,9.38E-08,11782.5,8807.51,59.66,0,9.97755,49.9356,11775.3,15.3258,10.711,90472.2,158.191,101.3,2.10E-31,0.355112
370241,8.00912,-7.02501,1.36424,-32.9991,101.3,103.612,559.833,110.923,1051.03,1.00E-08,11783.3,8808.13,59.66,0,9.97801,49.937,11776,15.3271,10.7124,90477.5,158.191,101.3,2.10E-31,0.355143
370251,8.01072,-7.02509,1.36638,-32.9991,101.3,103.612,559.841,110.922,1051.02,8.85E-08,11783.8,8808.53,59.66,0,9.9785,49.9384,11776.7,15.329,10.7138,90484,158.191,101.3,2.10E-31,0.355173
370261,8.01535,-7.02509,1.36628,-32.9991,101.3,103.609,559.854,110.922,1051.02,1.11E-07,11784.3,8809,59.66,0,9.97899,49.9399,11777.4,15.3303,10.7151,90489.7,158.191,101.3,2.10E-31,0.355205
370271,8.01479,-7.02279,1.36628,-32.9991,101.3,103.609,559.884,110.921,1051.08,5.00E-08,11785.3,8809.74,59.66,0,9.97946,49.9412,11778.2,15.3312,10.7164,90495.9,158.191,101.3,2.10E-31,0.355234
370281,8.01479,-7.02289,1.36628,-32.9991,101.3,103.606,559.896,110.918,1051.09,-3.38E-08,11785.9,8810.21,59.66,0,9.97997,49.9427,11778.7,15.3323,10.7187,90501.7,158.191,101.3,2.10E-31,0.355255
370291,8.01479,-7.02289,1.36628,-32.9991,101.3,103.605,559.919,110.917,1051.1,-4.76E-08,11786.4,8810.66,59.66,0,9.98037,49.9439,11779.7,15.3337,10.718,90506.1,158.191,101.3,2.10E-31,0.355265
370301,8.01934,-7.02289,1.36628,-32.9991,101.3,103.603,559.931,110.919,1051.13,-7.45E-08,11787.1,8811.17,59.66,0,9.98077,49.9455,11779.8,15.3348,10.7196,90514,158.191,101.3,2.10E-31,0.355329
